EAR,MAR,PITCH,YAW,ROLL,D_SLUMP,R_TILT,FACIAL_DISPLAYED,POSE_DISPLAYED,LABEL,Image_Path
0.2229,0.3989,39.0502,37.5512,2.3587,0.9355,1.7282,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909154_7.jpg
0.2229,0.3989,39.0502,37.5512,2.3587,0.9355,1.7282,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909202_6.jpg
0.2693,0.3846,64.2295,37.7718,3.4024,0.9253,1.0276,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909246_5.jpg
0.2693,0.3846,64.2295,37.7718,3.4024,0.9253,1.0276,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909295_4.jpg
0.2065,0.3854,49.8926,45.16,1.922,0.9813,0.2513,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909341_3.jpg
0.2065,0.3854,49.8926,45.16,1.922,0.9813,0.2513,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909385_2.jpg
0.2065,0.3854,49.8926,45.16,1.922,0.9813,0.2513,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909432_1.jpg
0.202,0.4314,60.9143,40.3956,1.3385,0.9863,0.4939,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909573_20.jpg
0.202,0.4314,60.9143,40.3956,1.3385,0.9863,0.4939,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909610_19.jpg
0.2651,0.4297,36.7912,57.9912,4.4584,1.0271,-0.2524,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909654_18.jpg
0.2651,0.4297,36.7912,57.9912,4.4584,1.0271,-0.2524,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909700_17.jpg
0.2602,0.5788,82.9017,46.3623,2.8235,0.9508,-1.8224,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909735_16.jpg
0.2602,0.5788,82.9017,46.3623,2.8235,0.9508,-1.8224,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909779_15.jpg
0.2602,0.5788,82.9017,46.3623,2.8235,0.9508,-1.8224,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909824_14.jpg
0.212,0.4583,33.1608,50.9845,6.3633,1.0365,0.2513,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909870_13.jpg
0.212,0.4583,33.1608,50.9845,6.3633,1.0365,0.2513,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909917_12.jpg
0.1588,0.4202,46.156,54.0512,5.1641,0.9596,0.5138,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124909965_11.jpg
0.1588,0.4202,46.156,54.0512,5.1641,0.9596,0.5138,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910012_10.jpg
0.1781,0.462,25.6017,48.3802,2.7572,1.0394,-0.2546,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910055_9.jpg
0.1781,0.462,25.6017,48.3802,2.7572,1.0394,-0.2546,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910105_8.jpg
0.3457,0.6619,61.8977,53.1093,3.0093,1.0366,-1.2241,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910152_7.jpg
0.3457,0.6619,61.8977,53.1093,3.0093,1.0366,-1.2241,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910198_6.jpg
0.3457,0.6619,61.8977,53.1093,3.0093,1.0366,-1.2241,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910244_5.jpg
0.2579,0.4316,46.6087,47.4412,1.5168,0.973,-0.2535,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910291_4.jpg
0.3467,0.5595,62.1041,59.0793,5.2946,0.9632,1.2844,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910340_3.jpg
0.2197,0.4405,34.579,49.5426,5.721,1.0065,-0.5162,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910430_2.jpg
0.2197,0.4405,34.579,49.5426,5.721,1.0065,-0.5162,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910464_20.jpg
0.2197,0.4405,34.579,49.5426,5.721,1.0065,-0.5162,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910502_19.jpg
0.2655,0.4762,36.4492,50.1847,3.0433,1.1064,-0.7441,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910542_18.jpg
0.2633,0.6025,12.9171,60.6197,5.2336,1.1066,-0.992,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910625_17.jpg
0.2633,0.6025,12.9171,60.6197,5.2336,1.1066,-0.992,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910666_16.jpg
0.2819,0.4395,26.2687,54.6035,2.7334,1.0681,0.2581,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910734_15.jpg
0.2819,0.4395,26.2687,54.6035,2.7334,1.0681,0.2581,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910776_14.jpg
0.2819,0.4395,26.2687,54.6035,2.7334,1.0681,0.2581,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910825_13.jpg
0.3303,0.5072,33.1987,62.7352,3.146,1.047,-1.0464,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910869_12.jpg
0.3443,0.511,46.9062,73.0708,8.3691,1.0508,-1.0416,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910927_11.jpg
0.3443,0.511,46.9062,73.0708,8.3691,1.0508,-1.0416,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124910965_10.jpg
0.3443,0.511,46.9062,73.0708,8.3691,1.0508,-1.0416,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911013_9.jpg
0.4941,0.5191,70.3522,57.5642,1.1916,1.0669,-1.273,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911057_8.jpg
0.4941,0.5191,70.3522,57.5642,1.1916,1.0669,-1.273,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911103_7.jpg
0.4109,0.7158,42.1627,72.8114,9.2061,1.2014,-1.9581,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911150_6.jpg
0.4838,0.7095,43.0696,74.2336,9.2528,1.0725,1.302,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911234_5.jpg
0.4838,0.7095,43.0696,74.2336,9.2528,1.0725,1.302,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911274_20.jpg
0.4838,0.7095,43.0696,74.2336,9.2528,1.0725,1.302,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911320_19.jpg
0.4293,0.575,46.0647,64.6759,5.8559,1.0162,0.0,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911368_18.jpg
0.4293,0.575,46.0647,64.6759,5.8559,1.0162,0.0,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911403_17.jpg
0.4293,0.575,46.0647,64.6759,5.8559,1.0162,0.0,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911439_16.jpg
0.3914,0.8829,41.6199,61.2556,3.687,1.0518,-0.264,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911491_15.jpg
0.3868,0.4055,29.4301,76.4622,4.0837,1.0967,-1.0276,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911536_14.jpg
0.3868,0.4055,29.4301,76.4622,4.0837,1.0967,-1.0276,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911582_13.jpg
0.3958,0.5733,20.2905,66.4217,2.1655,1.1008,-0.9963,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911629_12.jpg
0.3958,0.5733,20.2905,66.4217,2.1655,1.1008,-0.9963,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911678_11.jpg
0.3958,0.5733,20.2905,66.4217,2.1655,1.1008,-0.9963,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911728_10.jpg
0.3316,0.5177,21.004,58.9011,-2.0227,1.0895,-2.6507,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911773_9.jpg
0.3316,0.5177,21.004,58.9011,-2.0227,1.0895,-2.6507,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911823_8.jpg
0.3316,0.5177,21.004,58.9011,-2.0227,1.0895,-2.6507,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911859_7.jpg
0.4188,0.5503,57.98,72.1961,8.9522,1.1095,0.0,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911896_6.jpg
0.4188,0.5503,57.98,72.1961,8.9522,1.1095,0.0,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911934_5.jpg
0.3854,0.7606,26.9843,85.5452,13.3338,1.207,-1.4086,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124911978_4.jpg
0.4082,0.7554,34.5997,74.4159,7.8957,1.1872,-4.7021,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912030_3.jpg
0.4082,0.7554,34.5997,74.4159,7.8957,1.1872,-4.7021,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912070_2.jpg
0.4082,0.7554,34.5997,74.4159,7.8957,1.1872,-4.7021,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912117_1.jpg
0.3051,0.5321,57.9707,78.9243,7.1574,1.168,-0.7441,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912184_20.jpg
0.3051,0.5321,57.9707,78.9243,7.1574,1.168,-0.7441,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912221_19.jpg
0.2841,0.9469,53.4883,70.7206,1.2089,1.256,-1.7208,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912273_18.jpg
0.2841,0.9469,53.4883,70.7206,1.2089,1.256,-1.7208,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912317_17.jpg
0.2492,0.6063,75.2759,64.1187,0.7586,1.3038,-2.8986,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912366_16.jpg
0.4225,0.6363,38.5968,74.5624,6.6139,1.1428,-3.4093,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912429_15.jpg
0.4225,0.6363,38.5968,74.5624,6.6139,1.1428,-3.4093,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912477_14.jpg
0.4225,0.6363,38.5968,74.5624,6.6139,1.1428,-3.4093,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912523_13.jpg
0.3807,0.6262,31.0977,79.4943,4.263,1.2,-2.4681,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912566_12.jpg
0.3807,0.6262,31.0977,79.4943,4.263,1.2,-2.4681,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912613_11.jpg
0.3807,0.6262,31.0977,79.4943,4.263,1.2,-2.4681,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912658_10.jpg
0.3503,0.4374,36.8702,77.1345,4.2396,1.2222,-3.026,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912706_9.jpg
0.3778,0.3612,40.9825,73.3081,3.7033,1.2848,-0.5026,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912753_8.jpg
0.3778,0.3612,40.9825,73.3081,3.7033,1.2848,-0.5026,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912799_7.jpg
0.3493,0.5245,37.0303,69.6041,3.1785,1.2342,-3.5448,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912846_6.jpg
0.3493,0.5245,37.0303,69.6041,3.1785,1.2342,-3.5448,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912893_5.jpg
0.398,0.2962,36.1474,77.1264,9.4872,1.2208,-0.4855,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124912940_4.jpg
0.3835,0.3461,40.9236,69.6042,3.8122,1.3018,-1.4943,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913038_3.jpg
0.3835,0.3461,40.9236,69.6042,3.8122,1.3018,-1.4943,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913072_20.jpg
0.3881,0.3915,34.1892,75.1006,5.6168,1.2441,-1.4879,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913135_19.jpg
0.3881,0.3915,34.1892,75.1006,5.6168,1.2441,-1.4879,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913176_18.jpg
0.3881,0.3915,34.1892,75.1006,5.6168,1.2441,-1.4879,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913226_17.jpg
0.3743,0.3425,30.6352,78.4659,8.2693,1.3016,-1.7062,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913269_16.jpg
0.343,0.382,20.1568,68.0622,1.2066,1.2967,-2.2216,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913326_15.jpg
0.343,0.382,20.1568,68.0622,1.2066,1.2967,-2.2216,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913364_14.jpg
0.343,0.382,20.1568,68.0622,1.2066,1.2967,-2.2216,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913412_13.jpg
0.2966,0.3367,18.4882,72.9112,6.1213,1.2627,-0.5209,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913458_12.jpg
0.2966,0.3367,18.4882,72.9112,6.1213,1.2627,-0.5209,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913505_11.jpg
0.2566,0.3934,10.6185,77.2824,2.6976,1.3202,-1.273,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913553_10.jpg
0.2708,0.3682,18.4864,76.8187,9.4895,1.2537,-0.7707,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913632_9.jpg
0.2708,0.3682,18.4864,76.8187,9.4895,1.2537,-0.7707,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913676_8.jpg
0.2708,0.3682,18.4864,76.8187,9.4895,1.2537,-0.7707,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913724_7.jpg
0.2568,0.4437,-1.0756,70.8032,0.0166,1.2551,-1.5208,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913769_6.jpg
0.2568,0.4437,-1.0756,70.8032,0.0166,1.2551,-1.5208,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913818_5.jpg
0.2568,0.4437,-1.0756,70.8032,0.0166,1.2551,-1.5208,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913866_4.jpg
0.3285,0.4814,11.2622,78.8767,7.413,1.3078,-1.1985,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913901_20.jpg
0.2857,0.3881,9.6478,75.1432,0.4296,1.2993,-2.3215,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913937_19.jpg
0.2857,0.3881,9.6478,75.1432,0.4296,1.2993,-2.3215,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124913976_18.jpg
0.309,0.3797,16.8362,67.3078,5.2833,1.2778,0.0,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914031_17.jpg
0.309,0.3797,16.8362,67.3078,5.2833,1.2778,0.0,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914073_16.jpg
0.309,0.3797,16.8362,67.3078,5.2833,1.2778,0.0,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914116_15.jpg
0.3364,0.3621,9.0586,67.6738,6.4444,1.2938,-0.7283,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914163_14.jpg
0.3364,0.3621,9.0586,67.6738,6.4444,1.2938,-0.7283,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914214_13.jpg
0.3021,0.4572,-0.583,66.9313,6.7341,1.2616,-1.5208,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914258_12.jpg
0.308,0.4051,0.6695,62.2872,6.9839,1.2576,-0.2558,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914334_11.jpg
0.308,0.4051,0.6695,62.2872,6.9839,1.2576,-0.2558,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914383_10.jpg
0.308,0.4051,0.6695,62.2872,6.9839,1.2576,-0.2558,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914428_9.jpg
0.3277,0.3844,-3.1261,63.5888,6.7036,1.237,-1.0276,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914473_8.jpg
0.3277,0.3844,-3.1261,63.5888,6.7036,1.237,-1.0276,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914523_7.jpg
0.3272,0.4632,-3.0391,62.566,3.3205,1.2416,-1.5275,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914568_6.jpg
0.3092,0.3887,-17.5308,66.3132,8.6001,1.2373,-0.2558,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914639_5.jpg
0.3092,0.3887,-17.5308,66.3132,8.6001,1.2373,-0.2558,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914676_4.jpg
0.3092,0.3887,-17.5308,66.3132,8.6001,1.2373,-0.2558,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914726_3.jpg
0.3371,0.4147,-14.9661,64.8683,10.5565,1.2582,0.507,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914759_20.jpg
0.3371,0.4147,-14.9661,64.8683,10.5565,1.2582,0.507,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914801_19.jpg
0.3324,0.4039,-25.6158,52.1094,7.483,1.2306,-1.2293,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914846_18.jpg
0.3002,0.3842,-9.7717,51.7099,5.9786,1.1573,0.7639,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914943_17.jpg
0.3002,0.3842,-9.7717,51.7099,5.9786,1.1573,0.7639,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124914987_16.jpg
0.3002,0.3842,-9.7717,51.7099,5.9786,1.1573,0.7639,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915034_15.jpg
0.2967,0.4579,-11.1369,49.0883,7.6691,1.1984,1.5412,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915078_14.jpg
0.2967,0.4579,-11.1369,49.0883,7.6691,1.1984,1.5412,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915127_13.jpg
0.2939,0.3891,-6.676,54.8061,5.1319,1.2107,-0.5048,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915175_12.jpg
0.3172,0.3791,-13.0469,39.1668,4.9428,1.3161,-2.4788,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915230_11.jpg
0.3172,0.3791,-13.0469,39.1668,4.9428,1.3161,-2.4788,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915268_10.jpg
0.3172,0.3791,-13.0469,39.1668,4.9428,1.3161,-2.4788,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915303_9.jpg
0.2807,0.3642,-22.8776,50.571,6.4244,1.2354,-0.9878,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915343_8.jpg
0.2807,0.3642,-22.8776,50.571,6.4244,1.2354,-0.9878,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915391_7.jpg
0.2807,0.3642,-22.8776,50.571,6.4244,1.2354,-0.9878,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915436_6.jpg
0.3043,0.4326,-14.3387,42.3124,6.7362,1.2136,0.2502,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915483_5.jpg
0.3043,0.4326,-14.3387,42.3124,6.7362,1.2136,0.2502,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915536_4.jpg
0.2986,0.4029,-14.2442,37.5342,5.4538,1.1679,0.0,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915579_3.jpg
0.313,0.3769,-25.1999,43.5343,7.1651,1.2129,-1.0185,1,1,0,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Awake\1766124915630_20.jpg
