EAR,MAR,PITCH,YAW,ROLL,D_SLUMP,R_TILT,FACIAL_DISPLAYED,POSE_DISPLAYED,LABEL,Image_Path
0.1968,0.7916,28.9597,-8.2208,-1.9255,0.8346,-2.9239,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433379_19.jpg
0.1649,0.7554,16.3463,-6.3348,-1.7381,0.8852,-3.061,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433435_18.jpg
0.1507,0.6735,22.403,-6.5956,-2.1239,0.863,-2.5169,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433490_17.jpg
0.211,0.6852,26.1681,-5.9785,-2.2669,0.9078,-2.7927,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433546_16.jpg
0.2434,0.7735,33.851,-9.0101,-3.4208,0.9168,-3.6717,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433595_15.jpg
0.2625,0.7311,33.364,-7.9998,-4.4278,0.8905,-2.6307,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433657_14.jpg
0.2625,0.7311,33.364,-7.9998,-4.4278,0.8905,-2.6307,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433706_13.jpg
0.2766,0.6206,42.2605,-5.5645,-4.6178,0.9118,-2.3215,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433761_12.jpg
0.2794,0.7534,33.7188,-8.442,-4.9722,0.9296,-2.1495,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433817_11.jpg
0.2794,0.7534,33.7188,-8.442,-4.9722,0.9296,-2.1495,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433873_10.jpg
0.2855,0.6264,28.4359,-9.9132,-5.1647,0.935,-3.061,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433920_9.jpg
0.2855,0.6264,28.4359,-9.9132,-5.1647,0.935,-3.061,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217433983_8.jpg
0.2905,0.6358,36.0465,-5.6315,-4.5485,0.9131,-2.1846,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434039_7.jpg
0.2905,0.6358,36.0465,-5.6315,-4.5485,0.9131,-2.1846,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434089_6.jpg
0.2885,0.6213,34.528,-5.7274,-4.171,0.9048,-2.8079,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434144_5.jpg
0.2885,0.6213,34.528,-5.7274,-4.171,0.9048,-2.8079,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434198_4.jpg
0.2843,0.6383,37.9226,-6.7088,-4.8728,0.9143,-2.3153,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434253_3.jpg
0.2843,0.6383,37.9226,-6.7088,-4.8728,0.9143,-2.3153,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434306_2.jpg
0.1316,0.5933,24.6563,-6.6063,-4.6889,0.9561,-3.1193,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434360_1.jpg
0.2668,0.619,41.4702,-6.9168,-5.6026,0.9122,-3.7517,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434711_20.jpg
0.2668,0.619,41.4702,-6.9168,-5.6026,0.9122,-3.7517,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434760_19.jpg
0.2823,0.6427,40.6813,-6.3283,-5.3653,0.9205,-3.2661,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434816_18.jpg
0.2823,0.6427,40.6813,-6.3283,-5.3653,0.9205,-3.2661,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434872_17.jpg
0.2965,0.7548,28.0993,-7.9745,-5.8339,0.9137,-4.0304,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434928_16.jpg
0.2966,0.7267,31.0642,-8.2765,-5.6841,0.9128,-2.7927,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217434983_15.jpg
0.2966,0.7267,31.0642,-8.2765,-5.6841,0.9128,-2.7927,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435046_14.jpg
0.3026,0.7098,27.1188,-10.6286,-5.5952,0.8884,-2.8233,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435108_13.jpg
0.3026,0.7098,27.1188,-10.6286,-5.5952,0.8884,-2.8233,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435164_12.jpg
0.3163,0.707,24.0063,-10.1889,-5.6911,0.903,-2.9317,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435220_11.jpg
0.3033,0.7112,18.0943,-10.7312,-5.2028,0.914,-3.8345,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435268_10.jpg
0.3033,0.7112,18.0943,-10.7312,-5.2028,0.914,-3.8345,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435324_9.jpg
0.301,0.6912,22.9988,-8.3242,-4.5428,0.8966,-3.2397,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435379_8.jpg
0.301,0.6912,22.9988,-8.3242,-4.5428,0.8966,-3.2397,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435435_7.jpg
0.3062,0.406,28.2914,-12.2431,-4.6063,0.9163,-2.0068,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435491_6.jpg
0.2933,0.4257,35.1297,-10.2203,-4.8855,0.9277,-2.6236,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435551_5.jpg
0.2933,0.4257,35.1297,-10.2203,-4.8855,0.9277,-2.6236,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435606_4.jpg
0.2939,0.6256,52.6901,-7.7059,-5.7029,0.8774,-2.7927,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435657_3.jpg
0.2827,0.5924,43.8124,-6.2614,-5.9678,0.8755,-3.7113,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435716_2.jpg
0.2827,0.5924,43.8124,-6.2614,-5.9678,0.8755,-3.7113,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435773_1.jpg
0.28,0.6358,40.7304,-6.5811,-6.1067,0.8477,-3.6057,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435817_20.jpg
0.28,0.6358,40.7304,-6.5811,-6.1067,0.8477,-3.6057,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435869_19.jpg
0.1377,0.4851,25.1528,-6.59,-6.4055,0.938,-3.4212,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435923_18.jpg
0.1163,0.4201,20.1992,-7.4152,-6.6809,0.9245,-4.1182,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217435978_17.jpg
0.1163,0.4201,20.1992,-7.4152,-6.6809,0.9245,-4.1182,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436033_16.jpg
0.1885,0.4641,21.14,-9.8369,-7.5835,0.9444,-4.4816,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436095_15.jpg
0.1885,0.4641,21.14,-9.8369,-7.5835,0.9444,-4.4816,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436143_14.jpg
0.2683,0.6542,28.8961,-11.7234,-7.3323,0.9395,-3.5571,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436199_13.jpg
0.256,0.8028,27.2506,-12.7619,-7.1009,0.8794,-3.7213,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436254_12.jpg
0.256,0.8028,27.2506,-12.7619,-7.1009,0.8794,-3.7213,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436310_11.jpg
0.2665,0.8069,36.34,-12.1067,-7.684,0.8935,-3.9244,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436365_10.jpg
0.2665,0.8069,36.34,-12.1067,-7.684,0.8935,-3.9244,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436414_9.jpg
0.2613,0.9049,36.8521,-11.543,-8.2112,0.8619,-4.8022,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436469_8.jpg
0.2833,0.638,35.8289,-8.5502,-7.8145,0.9076,-3.6522,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436525_7.jpg
0.2833,0.638,35.8289,-8.5502,-7.8145,0.9076,-3.6522,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436583_6.jpg
0.2762,0.6729,38.0332,-9.1505,-7.6593,0.8945,-3.7013,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436637_5.jpg
0.2762,0.6729,38.0332,-9.1505,-7.6593,0.8945,-3.7013,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436692_4.jpg
0.2846,0.7593,49.1064,-10.2009,-7.9751,0.9161,-3.3486,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436748_3.jpg
0.2894,0.6784,45.8181,-10.3528,-7.9995,0.9078,-2.3662,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436807_2.jpg
0.2894,0.6784,45.8181,-10.3528,-7.9995,0.9078,-2.3662,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217436864_1.jpg
0.2919,0.5819,44.2271,-7.2723,-7.6523,0.8681,-3.5571,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217437529_20.jpg
0.2922,0.572,49.1095,-6.6893,-7.0483,0.8586,-3.3936,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217437593_19.jpg
0.2922,0.572,49.1095,-6.6893,-7.0483,0.8586,-3.3936,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217437646_18.jpg
0.296,0.5598,46.837,-6.3129,-6.9264,0.9038,-4.5498,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217437690_17.jpg
0.296,0.5598,46.837,-6.3129,-6.9264,0.9038,-4.5498,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217437753_16.jpg
0.2842,0.5636,44.8602,-6.6856,-7.0095,0.8773,-4.2253,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217437808_15.jpg
0.2596,0.5641,40.345,-7.3802,-6.8749,0.888,-4.0196,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217437859_14.jpg
0.2596,0.5641,40.345,-7.3802,-6.8749,0.888,-4.0196,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217437914_13.jpg
0.1878,0.5987,47.2592,-6.0639,-6.1829,0.8598,-3.6815,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217437977_12.jpg
0.1878,0.5987,47.2592,-6.0639,-6.1829,0.8598,-3.6815,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438039_11.jpg
0.1748,0.4047,30.9527,-2.7693,-4.618,0.876,-4.0856,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438106_10.jpg
0.186,0.5237,35.3135,-4.7039,-3.9708,0.8488,-3.5285,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438164_9.jpg
0.186,0.5237,35.3135,-4.7039,-3.9708,0.8488,-3.5285,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438218_8.jpg
0.1906,0.4417,23.1569,-3.1551,-3.5543,0.8387,-3.2224,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438275_7.jpg
0.1977,0.4364,23.4456,-2.7033,-2.9481,0.8458,-2.9396,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438334_6.jpg
0.1977,0.4364,23.4456,-2.7033,-2.9481,0.8458,-2.9396,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438386_5.jpg
0.1837,0.4119,32.7571,-2.2818,-2.8237,0.8692,-3.6914,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438442_4.jpg
0.2074,0.3811,29.8668,-2.2654,-2.632,0.8606,-2.9396,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438511_3.jpg
0.2074,0.3811,29.8668,-2.2654,-2.632,0.8606,-2.9396,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438568_2.jpg
0.2,0.3855,27.3942,-2.4256,-2.8059,0.8912,-3.2138,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217438622_1.jpg
0.2928,0.5922,29.3304,-3.6017,-2.3388,0.8869,-2.4761,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439303_20.jpg
0.2928,0.5922,29.3304,-3.6017,-2.3388,0.8869,-2.4761,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439354_19.jpg
0.3092,0.6439,28.892,-2.989,-0.6614,0.8153,-3.2138,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439413_18.jpg
0.3092,0.6439,28.892,-2.989,-0.6614,0.8153,-3.2138,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439481_17.jpg
0.3194,0.6723,42.4441,-3.1976,2.8775,0.8495,-2.4431,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439532_16.jpg
0.3187,0.5834,36.7149,-3.191,4.6694,0.8694,-0.7639,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439593_15.jpg
0.3187,0.5834,36.7149,-3.191,4.6694,0.8694,-0.7639,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439647_14.jpg
0.3145,0.5366,29.1665,-2.5092,9.7712,0.8903,-1.3712,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439703_13.jpg
0.3024,0.5251,35.8601,-1.3583,11.0459,0.9129,-0.9094,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439831_12.jpg
0.3024,0.5251,35.8601,-1.3583,11.0459,0.9129,-0.9094,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439880_11.jpg
0.3053,0.5709,46.4391,-1.3782,9.9647,0.9106,-0.1549,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439933_10.jpg
0.2754,0.4803,39.2212,-2.4115,8.7119,0.9714,0.4608,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217439984_9.jpg
0.2754,0.4803,39.2212,-2.4115,8.7119,0.9714,0.4608,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217440041_8.jpg
0.2688,0.6282,45.6452,-4.91,5.9314,0.8779,-0.9575,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217440094_7.jpg
0.2221,0.662,48.1222,-5.6106,4.1012,0.9092,0.0,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217440162_6.jpg
0.2194,0.6658,46.3892,-7.0734,2.4549,0.9625,-0.6228,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217440230_5.jpg
0.2194,0.6658,46.3892,-7.0734,2.4549,0.9625,-0.6228,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217440284_4.jpg
0.2194,0.6658,46.3892,-7.0734,2.4549,0.9625,-0.6228,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217440333_3.jpg
0.2436,0.6486,45.8797,-5.6911,-1.6772,0.9374,-1.5608,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217440389_2.jpg
0.2502,0.6377,42.4185,-6.9016,-2.5647,0.94,-2.51,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217440442_1.jpg
0.2598,0.6872,25.0972,-4.5913,-6.3441,0.9336,-3.5763,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441015_20.jpg
0.2598,0.6872,25.0972,-4.5913,-6.3441,0.9336,-3.5763,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441074_19.jpg
0.224,0.6926,28.9531,-6.0933,-5.5086,0.9075,-3.5763,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441122_18.jpg
0.2457,0.6927,22.2171,-1.733,-4.6934,0.8732,-2.988,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441178_17.jpg
0.2458,0.6376,45.4798,-1.8249,-3.753,0.9504,-3.1967,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441235_16.jpg
0.2458,0.6376,45.4798,-1.8249,-3.753,0.9504,-3.1967,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441289_15.jpg
0.2666,0.5922,39.0744,-1.363,-2.7025,0.9066,-2.0287,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441345_14.jpg
0.2666,0.5922,39.0744,-1.363,-2.7025,0.9066,-2.0287,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441407_13.jpg
0.2546,0.6293,35.4195,-0.5681,-1.4337,0.9183,-1.0809,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441463_12.jpg
0.2593,0.511,43.0418,2.6513,-0.0876,0.8954,-3.2661,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441519_11.jpg
0.2573,0.6081,58.021,2.0934,0.8692,0.8885,-1.5482,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441574_10.jpg
0.2732,0.6152,59.1937,3.6621,1.8113,0.889,-0.6228,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441630_9.jpg
0.2851,0.7074,62.1101,3.1301,1.9988,0.882,-1.0868,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441686_8.jpg
0.2851,0.7074,62.1101,3.1301,1.9988,0.882,-1.0868,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441749_7.jpg
0.2898,0.8064,51.2117,3.1408,2.3704,0.8796,-2.1787,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441800_6.jpg
0.2921,0.5328,40.6358,2.8397,1.9048,0.9,-1.2488,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441855_5.jpg
0.2921,0.5328,40.6358,2.8397,1.9048,0.9,-1.2488,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441912_4.jpg
0.2925,0.626,53.3961,0.6038,1.3942,0.858,-0.929,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217441967_3.jpg
0.2926,0.6133,58.68,-0.0678,1.3861,0.8557,-1.4048,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217442028_2.jpg
0.2926,0.6133,58.68,-0.0678,1.3861,0.8557,-1.4048,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217442084_1.jpg
0.2607,0.6345,26.1934,14.9881,-2.0886,0.8285,-6.9257,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444237_20.jpg
0.2607,0.6345,26.1934,14.9881,-2.0886,0.8285,-6.9257,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444297_19.jpg
0.2758,0.6463,20.7131,8.4367,1.1719,0.8284,-3.8864,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444351_18.jpg
0.2735,0.643,18.8873,6.0934,1.2268,0.809,-3.929,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444402_17.jpg
0.2735,0.643,18.8873,6.0934,1.2268,0.809,-3.929,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444455_16.jpg
0.2825,0.6642,20.8189,6.799,1.513,0.8032,-3.1798,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444516_15.jpg
0.2825,0.6642,20.8189,6.799,1.513,0.8032,-3.1798,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444568_14.jpg
0.3068,0.6122,39.2712,-5.6747,4.7733,0.8368,-1.4401,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444625_13.jpg
0.3266,0.6245,44.0821,-10.4523,8.1396,0.8617,-0.6456,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444683_12.jpg
0.3266,0.6245,44.0821,-10.4523,8.1396,0.8617,-0.6456,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444732_11.jpg
0.3168,0.5822,38.0429,-18.9104,9.7212,0.8988,0.0,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444786_10.jpg
0.3168,0.5822,38.0429,-18.9104,9.7212,0.8988,0.0,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444845_9.jpg
0.3152,0.5646,38.9754,-17.9137,9.8559,0.9152,0.4968,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444908_8.jpg
0.3225,0.637,59.3251,-16.7685,8.7271,0.8801,1.3519,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217444971_7.jpg
0.3225,0.637,59.3251,-16.7685,8.7271,0.8801,1.3519,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217445018_6.jpg
0.3169,0.7598,43.5254,-16.9563,5.7302,0.8846,-0.1675,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217445087_5.jpg
0.3103,0.5739,41.0894,-16.6886,4.9057,0.917,-0.9963,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217445143_4.jpg
0.3103,0.5739,41.0894,-16.6886,4.9057,0.917,-0.9963,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217445199_3.jpg
0.3062,0.5474,38.745,-16.3539,4.7837,0.9754,-1.2983,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217445246_2.jpg
0.3062,0.5474,38.745,-16.3539,4.7837,0.9754,-1.2983,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217445299_1.jpg
0.3131,0.5202,34.7464,-2.9684,-0.1525,0.9064,-3.6057,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217447531_20.jpg
0.3131,0.5202,34.7464,-2.9684,-0.1525,0.9064,-3.6057,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217447587_19.jpg
0.3095,0.5208,28.1553,-2.1768,0.0513,0.9489,-3.0941,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217447654_18.jpg
0.3095,0.5208,28.1553,-2.1768,0.0513,0.9489,-3.0941,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217447695_17.jpg
0.3095,0.5208,28.1553,-2.1768,0.0513,0.9489,-3.0941,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217447751_16.jpg
0.3051,0.4784,31.4452,-0.5832,0.4395,0.9751,-3.0775,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217447807_15.jpg
0.3051,0.4784,31.4452,-0.5832,0.4395,0.9751,-3.0775,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217447853_14.jpg
0.2977,0.381,30.4883,-1.1176,0.1865,0.9515,-2.9717,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217447901_13.jpg
0.2977,0.381,30.4883,-1.1176,0.1865,0.9515,-2.9717,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217447951_12.jpg
0.3047,0.6055,38.796,-3.4056,-0.6209,0.9049,-2.0454,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217448008_11.jpg
0.304,0.6031,42.4525,-4.5357,-1.1323,0.8949,-2.3598,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217448066_10.jpg
