EAR,MAR,PITCH,YAW,ROLL,D_SLUMP,R_TILT,EYE_CL,FACIAL_DISPLAYED,POSE_DISPLAYED,LABEL,Image_Path
0.0,0.0,0.0,0.0,0.0,0.0,-2.0601,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1260_jpg.rf.7b93544f2c91537d69ae2142f3af5731.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-4.5739,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1261_jpg.rf.b3cbda6a8440dc4491611297813982e0.jpg
0.0,0.0,0.0,0.0,0.0,0.0,1.4943,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1263_jpg.rf.1662bd69e1e667d5e6ec4c22cde5a8a6.jpg
0.4868,0.6942,51.0782,42.5805,10.7531,1.396,-4.2795,0.0507,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1280_jpg.rf.b4787fa7de302dc88682cf668b95f15e.jpg
0.1816,0.5293,-32.3989,1.7026,6.3542,1.4585,1.782,0.034,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\12_jpg.rf.49d09c6cdd82d14c3ffcbea58897d811.jpg
0.0,0.0,0.0,0.0,0.0,0.0,1.9481,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1301_jpg.rf.aa0a8e3d52a70ba2575c90271fd924bb.jpg
0.0,0.0,0.0,0.0,0.0,0.0,1.0675,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1302_jpg.rf.cb5dfc218085b8dd1536de4ffbb99cc2.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-1.646,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1321_jpg.rf.cbcdcdfa3382dba775e0fd961992a749.jpg
0.1723,0.5156,-32.4194,22.5074,2.8372,1.5553,-6.2635,0.0291,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1322_jpg.rf.cf8257ec53df824499c92a77a0ca3da1.jpg
0.0,0.0,0.0,0.0,0.0,0.0,1.0947,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1340_jpg.rf.bf6853fa204c00d37cb01ddc2bcf21ce.jpg
0.0952,0.578,-82.6368,23.7494,1.4339,1.8103,1.0742,0.0162,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1342_jpg.rf.d4506d45f4d697c7d94f9239ceeaeb0a.jpg
0.0,0.0,0.0,0.0,0.0,0.0,1.5911,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1360_jpg.rf.50da407b36e191de04efeecf00dc8ef1.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-4.0856,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1362_jpg.rf.ffe66544137d3c6b0fd88bc90685a604.jpg
0.0,0.0,0.0,0.0,0.0,0.0,3.3019,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1364_jpg.rf.6eab26f37aef414de0455f775506000b.jpg
0.2371,0.5103,12.4867,56.3988,12.458,1.1375,-3.0484,0.0386,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1383_jpg.rf.f883ca40842b0c28470eea0c0f55d966.jpg
0.1751,1.1316,84.4996,-61.1768,-9.6941,1.3375,-4.5049,0.0249,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1384_jpg.rf.f23670809beeccd4a4a80c0827085369.jpg
0.1711,0.6872,-63.7376,30.0653,-0.1433,1.48,-1.8596,0.0285,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1385_jpg.rf.d32fb000be2e648b9362e85516406e9d.jpg
0.4083,0.7537,7.278,-66.5285,-21.4383,0.8868,-13.0851,0.0566,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\138_jpg.rf.bd9497469829ad90908a1f213876df59.jpg
0.1611,0.6227,76.3964,28.5294,9.5852,0.0682,-175.6013,0.0322,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\140_jpg.rf.ac9499364290a36dd29b37dd161c108c.jpg
0.0,0.0,0.0,0.0,0.0,0.0,8.2407,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1421_jpg.rf.eb09ede448d6740159134b0bf79cbd5c.jpg
0.0,0.0,0.0,0.0,0.0,0.0,10.8275,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1422_jpg.rf.2e40ef1855eef95cb64c2c13901eab8f.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-0.2894,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1423_jpg.rf.56122beb2212665fbe540943fa1cffa6.jpg
0.2181,0.3119,67.6037,-7.9388,2.9865,0.5283,5.5651,0.0487,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\1424_jpg.rf.90b66b89f81ba376bde27b910a15a0b9.jpg
0.1573,0.622,19.4622,62.9685,11.2425,1.1259,-10.9179,0.018,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\159_jpg.rf.40c601e76da111dc79c2e19e0afe5071.jpg
0.0983,0.7845,-23.0523,-48.4183,-11.6544,1.1041,-7.7652,0.0155,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\160_jpg.rf.9f3c8bcbe1b9df93fcba1f66304f36bf.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-11.9671,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\179_jpg.rf.f2c7074291e901c41ee03dd007b664f9.jpg
0.2086,0.445,-97.912,-1.8277,-0.1083,1.8803,-7.7776,0.0369,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\181_jpg.rf.3b1cf4a8806802238f99f8e818fb407a.jpg
0.1256,0.4315,235.1951,0.8853,1.9189,-0.5225,171.7733,0.028,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\182_jpg.rf.eac3d30cedcbd02b6ceccea23b14ebc5.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-20.889,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\199_jpg.rf.155836ff34d0a05ace56a910c44939a9.jpg
0.4293,0.5141,45.3237,-34.2748,-23.8568,1.4222,-14.3422,0.0591,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\200_jpg.rf.99feb999fcf26b28780b89223b2290a5.jpg
0.1171,0.3845,180.127,9.6911,1.8867,0.5588,-2.4742,0.0252,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\202_jpg.rf.4db80019ad383b9d2418712786fbb4fd.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-11.7196,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\219_jpg.rf.f71329dc8ea8066a460c128bc418d6bc.jpg
0.1462,0.5458,-51.9643,54.8625,10.907,1.5112,-8.0908,0.0277,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\221_jpg.rf.1f1637b60f2906441744762e1cc34844.jpg
0.3903,0.6096,7.3308,49.256,17.3288,0.6563,-1.8111,0.0474,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\263_jpg.rf.bb8bd7a5f801ba21147dc915ae32f59f.jpg
0.4793,0.6575,52.6134,-36.8694,-13.9728,0.6138,1.6211,0.0521,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\264_jpg.rf.6e95ea8abccb1cf94f339b3858587282.jpg
0.1426,0.4059,-25.4909,6.1922,-4.4757,0.9622,0.8069,0.0265,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\265_jpg.rf.9b97c2c4ea75ac38e2e5e46d49e82732.jpg
0.1437,0.3588,108.1899,-2.4666,-1.4658,0.5048,-9.3314,0.0338,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\266_jpg.rf.376d4373312b9a00db35b03533e4c785.jpg
0.3027,0.5557,6.742,65.4983,14.9298,0.9297,-6.736,0.05,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\285_jpg.rf.7f07538835319307394d5cff68909296.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-6.941,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\286_jpg.rf.d26db6da58570c7ee702509da01845cb.jpg
0.0599,0.547,-27.9339,-19.5025,-1.9788,1.3617,-10.008,0.0114,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\287_jpg.rf.90e9061cfdfa2d0c22e357eb7e178fa7.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-3.2839,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\289_jpg.rf.2b78cac7133e6fe72c0d52aa02bb7c9c.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-1.1691,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\308_jpg.rf.5fe1ae9078d82d6b6610eea8a7f53a57.jpg
0.1937,0.5593,-37.4639,-40.7601,-6.6635,1.1982,-3.0941,0.0355,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\309_jpg.rf.66afe8a160346f71cb2d7a2643b54f56.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-2.2906,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\327_jpg.rf.fb876f3e9c0c680d398527b096dc25e8.jpg
0.0,0.0,0.0,0.0,0.0,0.0,175.4261,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\328_jpg.rf.a383aab205544e6c2146e38c252e2506.jpg
0.105,0.501,-52.0671,3.1617,0.2913,1.457,-1.0878,0.0214,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\329_jpg.rf.4d4dd1807fe3593e0d668b1b4c434389.jpg
0.165,0.4994,-52.0214,-0.704,-4.5291,1.3335,-3.8655,0.0312,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\347_jpg.rf.323cec0a8b8338014b8bca4ca197ec65.jpg
0.1531,0.3008,293.4238,-2.2559,-4.608,0.2819,7.275,0.0332,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\348_jpg.rf.e7e8deae8087cf1fedc2aeabe1dfbb0f.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\366_jpg.rf.23a3f353195b9c2120c083a6b55f0f33.jpg
0.0,0.0,0.0,0.0,0.0,0.0,1.4976,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\368_jpg.rf.78a373febd878ad94ba9b9ee9d0963e7.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-12.6041,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\386_jpg.rf.385b4610cc9624d7f0228be044b95b23.jpg
0.1176,0.2579,134.2584,-8.3074,-2.0622,0.1712,-0.4658,0.0238,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\389_jpg.rf.31b30e16856bcdd112fb1f52fee2af23.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.8551,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\407_jpg.rf.6785a3b72e4bb122f3beade5b610a562.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-0.4511,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\409_jpg.rf.a2576186ebed2a8590b4f723350042fd.jpg
0.2727,0.4592,70.3875,35.6834,8.7033,0.7918,-4.943,0.0301,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\447_jpg.rf.b4a1c7023e490d85e43f5ecf02c82f61.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-9.1936,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\448_jpg.rf.17a9d38ba43551b9b48304d4dc40d7bf.jpg
0.3297,0.6935,68.3412,31.8741,-0.9106,0.9828,-2.5051,0.0451,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\468_jpg.rf.ed16b230d10349ed990cc9d4df3cc80f.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-3.9329,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\469_jpg.rf.9829e3a532d2197c23dd7231e879ff55.jpg
0.0747,0.4248,-61.3348,6.8359,-0.1997,1.5251,3.8845,0.0138,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\471_jpg.rf.17069fc55d842b3cc67fe452e8593b09.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-1.2276,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\472_jpg.rf.7e4a2620e49f03ed9a51abb025c80b34.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-12.2445,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\47_jpg.rf.9a7f952ecbf2109a55dc68bb1c7dfc0a.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-12.3391,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\48_jpg.rf.138869e0c5a947b00a805bdc6aca9c81.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-3.8396,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\491_jpg.rf.563291ec3d94a89c3851591b3f8a5f56.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-5.5632,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\492_jpg.rf.eaaa395e9967ca0268009185c93652ef.jpg
0.2068,0.4028,290.1727,4.0508,3.1764,0.0,0.0,0.0451,1,0,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\49_jpg.rf.efa66afe50717bf3d1463fdb1279cc6c.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-2.1476,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\513_jpg.rf.5a765f4abbd5bf865e6222b74b8ee3ba.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-3.6914,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\515_jpg.rf.b90db5f49977361d1b46855bb63ccecb.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-2.4293,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\531_jpg.rf.94396299ab6a80054241408356d70b85.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-2.4896,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\532_jpg.rf.affb86335707b1db1c29a53ccb3f19c9.jpg
0.0,0.0,0.0,0.0,0.0,0.0,2.559,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\534_jpg.rf.3c66f8871b74787c70ef3f2e1f5fdf5f.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-2.2026,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\553_jpg.rf.5b3ece1534bf7d97befbd544fad9d986.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-4.0593,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\554_jpg.rf.76537d031af0cdf2a40be12349bf4ba7.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-0.7252,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\573_jpg.rf.4197114efe05a9c7042d9c5fccb0e819.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\575_jpg.rf.541e1fa3b525d58dddbfc009f38877d7.jpg
0.3867,0.6988,-22.7542,-68.0343,-13.3997,1.3719,7.0094,0.0527,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\57621980_jpg.rf.cd4009948800bab7aa16d5eef995f20b.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-1.4057,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\623_jpg.rf.f39a60d18cd946af7a8d50af7f992ce1.jpg
0.0,0.0,0.0,0.0,0.0,0.0,2.3533,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\625_jpg.rf.c44dea6b813981768d7f3a459d8891ef.jpg
0.2117,0.4604,288.7829,1.1678,12.1154,0.3806,2.1055,0.045,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\626_jpg.rf.321ec348eb6224c6ce5fa917c354bc37.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\633_jpg.rf.d4a49f1bea745edc8f1083ec725542b2.jpg
0.0,0.0,0.0,0.0,0.0,0.0,2.1343,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\634_jpg.rf.7748a955935e82a51b11967b8b2c742d.jpg
0.1963,0.4707,-67.1628,37.6353,-3.3736,1.5454,1.0809,0.0346,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\635_jpg.rf.966779085eb5cc5686d813ce24d050e2.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\636_jpg.rf.2b794bc63bde55df501a0ca315f5edeb.jpg
0.0,0.0,0.0,0.0,0.0,0.0,7.042,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\655_jpg.rf.2d939aa4cad8863be30531759dd2471f.jpg
0.2174,0.6745,-75.6849,29.28,1.841,1.8722,0.703,0.038,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\656_jpg.rf.47efa92c0f72b906fa038f6be1c0f0e8.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.339,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\66_jpg.rf.93e84398302c8ffc4dbbf8c390ba379d.jpg
0.0,0.0,0.0,0.0,0.0,0.0,157.8337,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\673_jpg.rf.fff8b2b059b43c824ced3c4675b214ca.jpg
0.0,0.0,0.0,0.0,0.0,0.0,1.8841,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\674_jpg.rf.a3e244751ebc7cd0b8e29754788d8cb0.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-174.4725,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\676_jpg.rf.ba21da07b0a4e7849559d81b2626b078.jpg
0.1853,0.4204,-66.585,18.5496,-0.9484,1.786,-3.1604,0.0313,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\67_jpg.rf.dee5f12679d91becdf28b8c2eb1ceb99.jpg
0.1852,0.3679,140.8613,-0.6175,-0.2646,0.3731,-3.7153,0.0387,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\68_jpg.rf.9c4e6b8bc8b286dc72733b47f905193a.jpg
0.1062,0.5861,-75.1827,16.6016,-0.19,1.7232,-0.3537,0.0195,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\695_jpg.rf.138a7cbb0048b98df9b0550bc4512c14.jpg
0.0,0.0,0.0,0.0,0.0,0.0,1.5587,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\696_jpg.rf.02a47e24dca4cabebb399e65c3c3f797.jpg
0.2722,0.793,42.3748,-48.2009,-0.8178,0.912,5.9906,0.0266,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\715_jpg.rf.d939e5c26ce180775e9a36f6ac7d7122.jpg
0.1127,0.48,-74.2328,40.7739,6.1646,1.6818,2.2026,0.0169,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\717_jpg.rf.89b03fbe9eab585ef46c1d530bb3853b.jpg
0.2001,0.3878,156.0763,1.4455,8.5427,0.501,6.4347,0.044,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\718_jpg.rf.c01564c3f29620c66d470d8d649f7782.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-5.284,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\736_jpg.rf.505a1c5d3026aae392a1e8b8ad7e0881.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-0.5937,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\737_jpg.rf.f960a91f13644377fde3ed0b5446b5b9.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-6.4468,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\738_jpg.rf.e0a879796b116719030e80b0d1a67729.jpg
0.2192,0.3676,211.4988,-1.8197,-1.0052,0.3721,-3.8353,0.047,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\739_jpg.rf.7ebbaac77f63391a133a92924e1da186.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.7957,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\756_jpg.rf.6286bbd282a5759d12b25abda7ce3d80.jpg
0.0,0.0,0.0,0.0,0.0,0.0,6.6613,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\776_jpg.rf.216cfaceb14bfdc489c9666ef2906baa.jpg
0.0,0.0,0.0,0.0,0.0,0.0,3.9182,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\777_jpg.rf.795a97813e824e6f617f349c5c3b2eeb.jpg
0.1509,0.4761,-79.7694,-4.0434,-7.0841,1.3392,8.7974,0.0291,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\778_jpg.rf.a953e4656fbf2e7ef78ffcf11df69a69.jpg
0.1514,0.4602,94.0405,-1.7061,-5.6032,0.4561,2.3695,0.032,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\779_jpg.rf.95db7ede565a79ee2ae58838c1174478.jpg
0.0,0.0,0.0,0.0,0.0,0.0,-1.1935,0.0,0,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\796_jpg.rf.90b68925de7017dce8ebece7ade48ff8.jpg
0.4586,0.7122,17.0591,-55.17,-6.3097,0.8438,-0.3673,0.0415,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\797_jpg.rf.837b5a4eeec3b177e7c490ea724832d9.jpg
0.2123,0.3001,153.9923,-9.3716,5.9665,-0.5523,160.3462,0.0433,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\799_jpg.rf.81cb41a9a48f924d02008132628c269b.jpg
0.1102,0.3036,85.4916,-12.1111,0.7151,0.4669,7.6185,0.0232,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\819_jpg.rf.bfb76a6fb26576e4f6fa8722ea30daef.jpg
0.1191,0.6159,14.7859,41.2639,0.0582,0.7417,-0.3696,0.0171,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\836_jpg.rf.5430e08b473405953946bc6a72cd7d85.jpg
0.2617,0.6507,-52.3078,-16.8763,-1.9367,1.4171,8.6913,0.0451,1,1,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\838_jpg.rf.d28de15980a246443ad881be961aa44d.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_train\Passed_out\858_jpg.rf.924eb0eb7dc28456bb22a410cfec476c.jpg
